__time,/unconstrained_mpc/mpc_data/ctrl_input/force/x,/unconstrained_mpc/mpc_data/ctrl_input/force/y,/unconstrained_mpc/mpc_data/ctrl_input/force/z,/unconstrained_mpc/mpc_data/ctrl_input/torque/x,/unconstrained_mpc/mpc_data/ctrl_input/torque/y,/unconstrained_mpc/mpc_data/ctrl_input/torque/z,/unconstrained_mpc/mpc_data/delay/data,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/x,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/y,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/z,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/x,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/y,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/z,/unconstrained_mpc/mpc_data/header/stamp/nanosec,/unconstrained_mpc/mpc_data/header/stamp/sec,/unconstrained_mpc/mpc_data/robot_vel/angular/x,/unconstrained_mpc/mpc_data/robot_vel/angular/y,/unconstrained_mpc/mpc_data/robot_vel/angular/z,/unconstrained_mpc/mpc_data/robot_vel/linear/x,/unconstrained_mpc/mpc_data/robot_vel/linear/y,/unconstrained_mpc/mpc_data/robot_vel/linear/z
1731295653.539454,-0.000404500,-0.000001532,-11.054946806,0.000000000,0.000000000,-0.011417458,0.010000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001263889,0.000004023,0.000000002,-0.000000000
1731295653.549673,-0.000293699,-0.000001444,-11.054946824,0.000000000,0.000000000,-0.010693263,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000966553,0.000002666,0.000000001,-0.000000000
1731295653.559835,-0.000297875,-0.000001426,-11.054946829,0.000000000,0.000000000,-0.012768521,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000948489,0.000002560,0.000000001,-0.000000000
1731295653.570539,-0.000340553,-0.000001409,-11.054946852,0.000000000,0.000000000,-0.015232482,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000964799,0.000002853,0.000000001,0.000000000
1731295653.580727,-0.000301848,-0.000001342,-11.054946861,0.000000000,0.000000000,-0.010936096,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000439768,0.000002298,0.000000000,0.000000000
1731295653.590980,-0.000297419,-0.000001284,-11.054946862,0.000000000,0.000000000,-0.006640270,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000014346,0.000002125,-0.000000000,0.000000000
1731295653.601710,-0.000296252,-0.000001222,-11.054946864,0.000000000,0.000000000,-0.000751364,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000457240,0.000001994,-0.000000001,0.000000000
1731295653.611894,-0.000318164,-0.000001138,-11.054946865,0.000000000,0.000000000,0.007222455,0.010000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001005394,0.000002107,-0.000000002,0.000000000
1731295653.622186,-0.000291055,-0.000001108,-11.054946858,0.000000000,0.000000000,0.011424894,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001149328,0.000001712,-0.000000002,0.000000000
1731295653.632264,-0.000345461,-0.000000998,-11.054946854,0.000000000,0.000000000,0.020014989,0.010000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001615305,0.000002173,-0.000000003,0.000000000
