__time,/unconstrained_mpc/mpc_data/ctrl_input/force/x,/unconstrained_mpc/mpc_data/ctrl_input/force/y,/unconstrained_mpc/mpc_data/ctrl_input/force/z,/unconstrained_mpc/mpc_data/ctrl_input/torque/x,/unconstrained_mpc/mpc_data/ctrl_input/torque/y,/unconstrained_mpc/mpc_data/ctrl_input/torque/z,/unconstrained_mpc/mpc_data/delay/data,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/x,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/y,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/z,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/x,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/y,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/z,/unconstrained_mpc/mpc_data/header/stamp/nanosec,/unconstrained_mpc/mpc_data/header/stamp/sec,/unconstrained_mpc/mpc_data/robot_vel/angular/x,/unconstrained_mpc/mpc_data/robot_vel/angular/y,/unconstrained_mpc/mpc_data/robot_vel/angular/z,/unconstrained_mpc/mpc_data/robot_vel/linear/x,/unconstrained_mpc/mpc_data/robot_vel/linear/y,/unconstrained_mpc/mpc_data/robot_vel/linear/z
1731295226.358616,-0.000195704,-0.000005858,-11.054946764,0.000000000,0.000000000,-0.000000038,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000012524,0.000000027,0.000000001
1731295226.369316,-0.000275204,-0.000005929,-11.054946764,0.000000000,0.000000000,-0.000000039,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000012637,0.000000026,0.000000001
1731295226.379488,-0.000354267,-0.000005993,-11.054946763,0.000000000,0.000000000,-0.000000041,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000012739,0.000000025,0.000000001
1731295226.389620,-0.000432820,-0.000006051,-11.054946762,0.000000000,0.000000000,-0.000000042,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000012830,0.000000025,0.000000001
1731295226.399730,-0.000510788,-0.000006102,-11.054946761,0.000000000,0.000000000,-0.000000044,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000012911,0.000000024,0.000000001
1731295226.409832,-0.000588098,-0.000006147,-11.054946759,0.000000000,0.000000000,-0.000000045,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000012980,0.000000023,0.000000001
1731295226.420712,-0.000664676,-0.000006185,-11.054946757,0.000000000,0.000000000,-0.000000046,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000013038,0.000000022,0.000000001
1731295226.432741,-0.000740451,-0.000006216,-11.054946755,0.000000000,0.000000000,-0.000000048,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000013084,0.000000021,0.000000000
1731295226.443308,-0.000301320,-0.000005400,-11.054946739,0.000000000,0.000000000,-0.000000046,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000007867,0.000000012,0.000000000
1731295226.453472,-0.001117658,-0.000006657,-11.054946756,0.000000000,0.000000000,-0.000000051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000015768,0.000000024,0.000000000
1731295226.464087,-0.001237867,-0.000006699,-11.054946752,0.000000000,0.000000000,-0.000000049,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000016116,0.000000023,0.000000000
1731295226.474892,-0.000537835,-0.000005573,-11.054946736,0.000000000,0.000000000,-0.000000048,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000008065,0.000000011,0.000000000
1731295226.485295,-0.001348909,-0.000006643,-11.054946744,0.000000000,0.000000000,-0.000000054,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000015901,0.000000021,0.000000000
1731295226.495457,-0.001451653,-0.000006634,-11.054946738,0.000000000,0.000000000,-0.000000055,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000016063,0.000000020,0.000000000
1731295226.505659,-0.000751387,-0.000005662,-11.054946730,0.000000000,0.000000000,-0.000000052,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000008012,0.000000009,0.000000000
1731295226.516039,-0.001552696,-0.000006541,-11.054946729,0.000000000,0.000000000,-0.000000059,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000015751,0.000000017,0.000000000
1731295226.526358,-0.000998865,-0.000005821,-11.054946725,0.000000000,0.000000000,-0.000000056,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000009214,0.000000010,-0.000000000
1731295226.536661,-0.001954219,-0.000006714,-11.054946716,0.000000000,0.000000000,-0.000000059,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000018460,0.000000018,-0.000000000
1731295226.546717,-0.001151512,-0.000005818,-11.054946718,0.000000000,0.000000000,-0.000000056,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000009229,0.000000008,-0.000000000
1731295226.556919,-0.002075211,-0.000006527,-11.054946703,0.000000000,0.000000000,-0.000000060,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000018151,0.000000015,-0.000000000
1731295226.566945,-0.001279893,-0.000005769,-11.054946710,0.000000000,0.000000000,-0.000000058,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000009012,0.000000007,-0.000000000
1731295226.577015,-0.001440268,-0.000005828,-11.054946705,0.000000000,0.000000000,-0.000000059,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000010147,0.000000007,-0.000000000
1731295226.589566,-0.002457354,-0.000006339,-11.054946678,0.000000000,0.000000000,-0.000000064,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000001,0.000019972,0.000000011,-0.000000001
1731295226.599581,-0.001593824,-0.000005714,-11.054946694,0.000000000,0.000000000,-0.000000060,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000010035,0.000000005,-0.000000000
1731295226.610260,-0.001729952,-0.000005701,-11.054946687,0.000000000,0.000000000,-0.000000062,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000010865,0.000000004,-0.000000000
1731295226.620479,-0.001768801,-0.000005628,-11.054946683,0.000000000,0.000000000,-0.000000062,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000010656,0.000000003,-0.000000000
1731295226.630861,-0.001938041,-0.000005582,-11.054946675,0.000000000,0.000000000,-0.000000062,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000011790,0.000000003,-0.000000000
1731295226.641804,-0.001993827,-0.000005484,-11.054946669,0.000000000,0.000000000,-0.000000060,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000011702,0.000000002,-0.000000001
1731295226.651834,-0.002155126,-0.000005379,-11.054946660,0.000000000,0.000000000,-0.000000060,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.000012697,0.000000001,-0.000000001
1731295226.662450,-0.002308437,-0.000005229,-11.054946649,0.000000000,0.000000000,-0.000000059,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.000013554,-0.000000001,-0.000000001
1731295226.673210,-0.001055814,-0.000005313,-11.054946705,0.000000000,0.000000000,-0.000000060,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1731295226.683345,-0.002443987,-0.000005034,-11.054946639,0.000000000,0.000000000,-0.000000061,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000014182,-0.000000003,-0.000000001
1731295226.693568,-0.002608295,-0.000004773,-11.054946626,0.000000000,0.000000000,-0.000000060,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.000015069,-0.000000005,-0.000000001
1731295226.703878,-0.001215639,-0.000005273,-11.054946697,0.000000000,0.000000000,-0.000000060,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1731295226.713842,-0.002987795,-0.000004313,-11.054946600,0.000000000,0.000000000,-0.000000057,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.000018105,-0.000000009,-0.000000001
1731295226.723803,-0.001314564,-0.000005224,-11.054946692,0.000000000,0.000000000,-0.000000059,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1731295226.733898,-0.003414150,-0.000003557,-11.054946568,0.000000000,0.000000000,-0.000000055,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.000021451,-0.000000016,-0.000000001
1731295226.744031,-0.001431766,-0.000005140,-11.054946685,0.000000000,0.000000000,-0.000000059,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
